name,year,quarter,prs_count,issues_count
Standard ML,2017,2,246,198.0
M4,2017,2,222,
Uno,2017,2,208,
Markdown,2017,2,204,
Common Workflow Language,2017,2,200,
ASP,2017,2,198,125.0
Raku,2017,2,198,
SourcePawn,2017,2,196,386.0
Rich Text Format,2017,2,187,203.0
Processing,2017,2,178,
SWIG,2017,2,173,
JSON,2017,2,171,
Racket,2017,2,154,207.0
Protocol Buffer,2017,2,149,
RobotFramework,2017,2,148,482.0
Xtend,2017,2,138,100.0
ApacheConf,2017,2,137,
Mathematica,2017,2,136,
PostScript,2017,2,133,206.0
Stylus,2017,2,126,
ColdFusion,2017,2,125,396.0
LabVIEW,2017,2,121,126.0
Cuda,2017,2,118,321.0
Rascal,2017,2,118,256.0
ABAP,2017,2,117,233.0
OpenSCAD,2017,2,117,
Verilog,2017,2,115,402.0
F*,2017,2,109,249.0
AutoIt,2017,2,103,
YARA,2017,2,102,
ActionScript,2017,2,101,207.0
JavaScript,2017,3,356997,309826.0
Python,2017,3,243854,180257.0
Java,2017,3,140631,161263.0
Go,2017,3,104538,73656.0
PHP,2017,3,100471,91850.0
Ruby,2017,3,97963,42102.0
C++,2017,3,83317,76781.0
TypeScript,2017,3,82460,94605.0
HTML,2017,3,56455,33327.0
C#,2017,3,51805,63017.0
C,2017,3,37604,36779.0
Shell,2017,3,34510,25190.0
CSS,2017,3,29659,21251.0
Scala,2017,3,22190,12317.0
Swift,2017,3,21781,19201.0
Rust,2017,3,11861,8935.0
Kotlin,2017,3,11063,12687.0
Jupyter Notebook,2017,3,10160,5916.0
Objective-C,2017,3,10067,13900.0
DM,2017,3,9295,1724.0
Elixir,2017,3,6293,4815.0
Groovy,2017,3,5774,3778.0
Lua,2017,3,5745,8394.0
Vue,2017,3,5424,9386.0
Haskell,2017,3,5233,3845.0
Nix,2017,3,5010,1521.0
Clojure,2017,3,4556,2865.0
R,2017,3,4183,4426.0
Perl,2017,3,3904,3479.0
PowerShell,2017,3,3829,3401.0
Makefile,2017,3,3803,1923.0
CoffeeScript,2017,3,3677,5471.0
Dart,2017,3,3126,3890.0
HCL,2017,3,2798,712.0
Erlang,2017,3,2687,2782.0
OCaml,2017,3,2173,2955.0
Emacs Lisp,2017,3,2141,3291.0
Puppet,2017,3,2095,543.0
Dockerfile,2017,3,2029,1265.0
Vim script,2017,3,2013,2517.0
F#,2017,3,1507,1844.0
Visual Basic .NET,2017,3,1358,503.0
Julia,2017,3,1332,1113.0
MATLAB,2017,3,1296,906.0
TeX,2017,3,1275,1325.0
Gherkin,2017,3,1138,485.0
CMake,2017,3,1115,590.0
Elm,2017,3,965,997.0
Common Lisp,2017,3,917,512.0
Visual Basic,2017,3,841,678.0
Fortran,2017,3,819,632.0
PLpgSQL,2017,3,801,1035.0
TSQL,2017,3,762,716.0
Vala,2017,3,719,1840.0
SCSS,2017,3,718,320.0
BitBake,2017,3,677,316.0
FreeMarker,2017,3,645,738.0
Crystal,2017,3,631,599.0
PureScript,2017,3,629,476.0
Smarty,2017,3,597,239.0
Smalltalk,2017,3,560,505.0
Starlark,2017,3,536,244.0
Matlab,2017,3,536,617.0
XSLT,2017,3,520,452.0
D,2017,3,451,1085.0
Apex,2017,3,444,422.0
mIRC Script,2017,3,442,
Roff,2017,3,425,440.0
Uno,2017,3,425,230.0
YAML,2017,3,423,
Mustache,2017,3,407,
SaltStack,2017,3,404,
Haxe,2017,3,397,398.0
Arduino,2017,3,390,239.0
Pascal,2017,3,389,1309.0
Assembly,2017,3,358,513.0
Nim,2017,3,357,318.0
Perl 6,2017,3,345,625.0
Racket,2017,3,344,461.0
QML,2017,3,336,665.0
SourcePawn,2017,3,304,713.0
Batchfile,2017,3,298,220.0
Raku,2017,3,253,
Scheme,2017,3,250,229.0
SQF,2017,3,243,408.0
DIGITAL Command Language,2017,3,239,
PLSQL,2017,3,238,386.0
WebAssembly,2017,3,229,
Standard ML,2017,3,224,218.0
Xtend,2017,3,217,329.0
PostScript,2017,3,201,305.0
Common Workflow Language,2017,3,198,
Tcl,2017,3,189,122.0
Jinja,2017,3,183,211.0
JSON,2017,3,179,
GDScript,2017,3,170,175.0
Meson,2017,3,167,
ABAP,2017,3,164,299.0
RobotFramework,2017,3,162,494.0
M4,2017,3,161,
Mathematica,2017,3,159,114.0
1C Enterprise,2017,3,151,141.0
Protocol Buffer,2017,3,147,
Stylus,2017,3,145,
GLSL,2017,3,144,160.0
Objective-C++,2017,3,136,166.0
AutoHotkey,2017,3,119,406.0
PureBasic,2017,3,116,
NSIS,2017,3,115,
LabVIEW,2017,3,114,149.0
Nunjucks,2017,3,114,205.0
SWIG,2017,3,112,
Processing,2017,3,110,
ColdFusion,2017,3,103,329.0
F*,2017,3,100,174.0
JavaScript,2017,4,334136,283325.0
Python,2017,4,234553,175155.0
Java,2017,4,143953,153401.0
Go,2017,4,99571,68869.0
PHP,2017,4,98388,89540.0
Ruby,2017,4,93062,36779.0
TypeScript,2017,4,90442,95794.0
C++,2017,4,90097,79436.0
HTML,2017,4,62609,30703.0
C#,2017,4,50023,63705.0
C,2017,4,38852,36786.0
Shell,2017,4,29172,22518.0
CSS,2017,4,25131,19493.0
Swift,2017,4,21601,20244.0
Scala,2017,4,19270,10545.0
Jupyter Notebook,2017,4,13497,5770.0
Kotlin,2017,4,12153,13027.0
DM,2017,4,11068,2184.0
Rust,2017,4,10887,7879.0
Objective-C,2017,4,9382,13508.0
Groovy,2017,4,6354,3899.0
Vue,2017,4,5803,10824.0
Elixir,2017,4,5396,3899.0
Nix,2017,4,5366,1729.0
Lua,2017,4,5163,5975.0
Clojure,2017,4,4708,3454.0
Haskell,2017,4,4293,3002.0
Perl,2017,4,3962,3565.0
PowerShell,2017,4,3607,3676.0
CoffeeScript,2017,4,3499,5198.0
Dart,2017,4,3382,3977.0
Makefile,2017,4,3050,1327.0
Erlang,2017,4,2909,2160.0
R,2017,4,2857,3806.0
OCaml,2017,4,2577,2982.0
Emacs Lisp,2017,4,2521,3241.0
Dockerfile,2017,4,2466,1450.0
Vim script,2017,4,2224,2308.0
HCL,2017,4,2190,474.0
Puppet,2017,4,1560,246.0
Visual Basic .NET,2017,4,1512,309.0
TSQL,2017,4,1383,587.0
TeX,2017,4,1346,1268.0
MATLAB,2017,4,1219,1121.0
F#,2017,4,1168,1293.0
Julia,2017,4,1094,899.0
Crystal,2017,4,1020,735.0
CMake,2017,4,998,552.0
Fortran,2017,4,908,3933.0
SCSS,2017,4,849,345.0
PLpgSQL,2017,4,804,837.0
Elm,2017,4,768,784.0
Smarty,2017,4,727,231.0
Gherkin,2017,4,688,485.0
Visual Basic,2017,4,581,822.0
Vala,2017,4,563,1780.0
Roff,2017,4,527,790.0
Starlark,2017,4,511,258.0
BitBake,2017,4,508,131.0
PureScript,2017,4,428,302.0
Common Lisp,2017,4,421,404.0
XSLT,2017,4,420,400.0
Smalltalk,2017,4,416,320.0
mIRC Script,2017,4,408,
Uno,2017,4,403,277.0
YAML,2017,4,400,
SQF,2017,4,393,524.0
FreeMarker,2017,4,373,502.0
Haxe,2017,4,356,447.0
D,2017,4,355,606.0
Assembly,2017,4,345,370.0
Pascal,2017,4,345,958.0
Apex,2017,4,339,381.0
Nim,2017,4,334,308.0
Matlab,2017,4,329,480.0
SourcePawn,2017,4,307,565.0
Mustache,2017,4,286,
QML,2017,4,284,500.0
Arduino,2017,4,282,164.0
RobotFramework,2017,4,262,317.0
Batchfile,2017,4,262,184.0
Standard ML,2017,4,237,293.0
GLSL,2017,4,235,402.0
M4,2017,4,232,
SaltStack,2017,4,225,125.0
Perl 6,2017,4,221,365.0
PLSQL,2017,4,213,296.0
Tcl,2017,4,202,147.0
WebAssembly,2017,4,201,
Scheme,2017,4,198,301.0
ColdFusion,2017,4,197,311.0
DIGITAL Command Language,2017,4,189,
Raku,2017,4,179,197.0
Common Workflow Language,2017,4,173,
ABAP,2017,4,166,262.0
Stylus,2017,4,159,
Jinja,2017,4,155,212.0
GDScript,2017,4,152,401.0
Markdown,2017,4,151,
JSON,2017,4,149,
PostScript,2017,4,146,286.0
Objective-C++,2017,4,144,148.0
VHDL,2017,4,144,223.0
Jsonnet,2017,4,136,
Racket,2017,4,133,144.0
Coq,2017,4,124,107.0
LLVM,2017,4,120,
Eiffel,2017,4,119,
COBOL,2017,4,119,
SWIG,2017,4,116,
UnrealScript,2017,4,114,176.0
AutoHotkey,2017,4,113,308.0
Mathematica,2017,4,101,380.0
JavaScript,2018,1,265358,243302.0
Python,2018,1,210832,158455.0
Java,2018,1,117154,131440.0
Go,2018,1,94520,70653.0
Ruby,2018,1,84753,34226.0
TypeScript,2018,1,84658,85455.0
C++,2018,1,80650,78216.0
PHP,2018,1,77555,78024.0
C#,2018,1,41924,57600.0
HTML,2018,1,37299,23667.0
C,2018,1,34548,36018.0
Shell,2018,1,28330,22027.0
Scala,2018,1,17933,10461.0
Swift,2018,1,15788,15889.0
CSS,2018,1,14715,13578.0
DM,2018,1,10318,2325.0
Kotlin,2018,1,9521,11958.0
Rust,2018,1,9340,7232.0
Jupyter Notebook,2018,1,8600,4889.0
Nix,2018,1,8387,2040.0
Objective-C,2018,1,6847,11457.0
Groovy,2018,1,5486,3240.0
Vue,2018,1,4889,7825.0
Dart,2018,1,4322,6127.0
Elixir,2018,1,3974,2927.0
Clojure,2018,1,3970,3032.0
Lua,2018,1,3832,5213.0
Haskell,2018,1,3819,2948.0
Perl,2018,1,3186,3228.0
Makefile,2018,1,3147,1260.0
PowerShell,2018,1,3038,3026.0
R,2018,1,2878,3703.0
Dockerfile,2018,1,2669,3641.0
Erlang,2018,1,2535,1716.0
CoffeeScript,2018,1,2528,3711.0
Emacs Lisp,2018,1,2487,3036.0
OCaml,2018,1,2263,2213.0
HCL,2018,1,1834,355.0
Vim script,2018,1,1714,2356.0
F#,2018,1,1608,1122.0
Puppet,2018,1,1486,366.0
TSQL,2018,1,1079,575.0
SCSS,2018,1,1020,353.0
MATLAB,2018,1,965,983.0
Julia,2018,1,924,808.0
Crystal,2018,1,910,420.0
PLpgSQL,2018,1,881,984.0
CMake,2018,1,785,572.0
Fortran,2018,1,743,515.0
Gherkin,2018,1,713,307.0
Elm,2018,1,685,671.0
FreeMarker,2018,1,677,666.0
BitBake,2018,1,662,286.0
Jsonnet,2018,1,661,474.0
TeX,2018,1,613,879.0
Visual Basic .NET,2018,1,569,120.0
mIRC Script,2018,1,563,
Starlark,2018,1,558,314.0
Vala,2018,1,540,1392.0
YAML,2018,1,520,105.0
XSLT,2018,1,476,328.0
Roff,2018,1,416,670.0
Assembly,2018,1,400,416.0
QML,2018,1,391,815.0
Haxe,2018,1,359,382.0
Smarty,2018,1,358,188.0
Common Lisp,2018,1,352,468.0
D,2018,1,345,690.0
Smalltalk,2018,1,335,596.0
Visual Basic,2018,1,325,431.0
Jinja,2018,1,322,246.0
Mustache,2018,1,320,
Apex,2018,1,311,362.0
PureScript,2018,1,291,318.0
Uno,2018,1,286,208.0
ABAP,2018,1,268,246.0
Standard ML,2018,1,257,283.0
GLSL,2018,1,243,368.0
Coq,2018,1,220,100.0
Scheme,2018,1,215,232.0
WebAssembly,2018,1,214,
RobotFramework,2018,1,196,325.0
Rich Text Format,2018,1,188,123.0
Objective-C++,2018,1,188,184.0
Raku,2018,1,184,393.0
PLSQL,2018,1,184,272.0
Nim,2018,1,172,186.0
Stylus,2018,1,171,
SaltStack,2018,1,170,
Pascal,2018,1,168,1022.0
JSON,2018,1,163,
SourcePawn,2018,1,163,334.0
ColdFusion,2018,1,161,386.0
M4,2018,1,150,
SQF,2018,1,143,205.0
SWIG,2018,1,143,
Matlab,2018,1,140,358.0
Perl 6,2018,1,138,455.0
GDScript,2018,1,134,139.0
Common Workflow Language,2018,1,131,
Batchfile,2018,1,124,190.0
Meson,2018,1,123,
Markdown,2018,1,120,
Eiffel,2018,1,112,
JavaScript,2018,2,202755,179708.0
Python,2018,2,176307,129638.0
Java,2018,2,94255,120641.0
Go,2018,2,79150,57097.0
C++,2018,2,70421,65900.0
TypeScript,2018,2,69872,72247.0
Ruby,2018,2,66414,26941.0
PHP,2018,2,57773,59258.0
C#,2018,2,33633,46690.0
HTML,2018,2,31250,17669.0
C,2018,2,30412,30556.0
Shell,2018,2,21643,17704.0
Scala,2018,2,14229,7147.0
Swift,2018,2,12970,12920.0
CSS,2018,2,9598,8906.0
Kotlin,2018,2,7852,9484.0
Nix,2018,2,7364,2015.0
Rust,2018,2,7331,5634.0
Jupyter Notebook,2018,2,6681,4057.0
Objective-C,2018,2,6021,10614.0
DM,2018,2,5288,1266.0
Groovy,2018,2,4886,2888.0
Dart,2018,2,4385,7346.0
Elixir,2018,2,3703,2371.0
Clojure,2018,2,3576,2680.0
Vue,2018,2,3545,6879.0
Lua,2018,2,3318,4473.0
Haskell,2018,2,3150,2394.0
PowerShell,2018,2,2735,2551.0
Perl,2018,2,2709,2814.0
Erlang,2018,2,2474,1476.0
Makefile,2018,2,2392,959.0
OCaml,2018,2,2062,2165.0
Dockerfile,2018,2,2013,1576.0
CoffeeScript,2018,2,1878,3274.0
Emacs Lisp,2018,2,1759,2235.0
R,2018,2,1735,2926.0
Vim script,2018,2,1354,1877.0
Mathematica,2018,2,1336,
TSQL,2018,2,983,480.0
Puppet,2018,2,956,150.0
Jsonnet,2018,2,948,610.0
HCL,2018,2,911,387.0
MATLAB,2018,2,905,750.0
Visual Basic .NET,2018,2,860,241.0
Fortran,2018,2,850,510.0
PLpgSQL,2018,2,742,804.0
SCSS,2018,2,722,395.0
Starlark,2018,2,685,305.0
Julia,2018,2,664,640.0
Apex,2018,2,638,244.0
F#,2018,2,634,830.0
PureScript,2018,2,599,315.0
FreeMarker,2018,2,598,379.0
Crystal,2018,2,595,364.0
Vala,2018,2,551,907.0
CMake,2018,2,531,308.0
Scheme,2018,2,509,238.0
TeX,2018,2,497,733.0
XSLT,2018,2,488,345.0
BitBake,2018,2,453,214.0
Gherkin,2018,2,427,121.0
mIRC Script,2018,2,420,
Elm,2018,2,381,367.0
Haxe,2018,2,337,312.0
Smalltalk,2018,2,337,373.0
Smarty,2018,2,295,133.0
Jinja,2018,2,277,317.0
YAML,2018,2,270,
ABAP,2018,2,251,292.0
Common Lisp,2018,2,247,249.0
Objective-C++,2018,2,245,
Racket,2018,2,229,120.0
Mustache,2018,2,224,
Roff,2018,2,223,576.0
QML,2018,2,207,355.0
PLSQL,2018,2,206,259.0
Perl 6,2018,2,205,692.0
SaltStack,2018,2,194,
SourcePawn,2018,2,189,183.0
Assembly,2018,2,183,172.0
Pascal,2018,2,182,707.0
GLSL,2018,2,181,239.0
Objective-J,2018,2,180,
Raku,2018,2,164,344.0
RobotFramework,2018,2,162,212.0
PostScript,2018,2,154,309.0
Nim,2018,2,152,271.0
D,2018,2,149,457.0
WebAssembly,2018,2,146,
Meson,2018,2,145,108.0
Twig,2018,2,140,
Nunjucks,2018,2,137,309.0
Markdown,2018,2,132,
Stylus,2018,2,128,
Rich Text Format,2018,2,126,
Batchfile,2018,2,125,
Coq,2018,2,122,142.0
LLVM,2018,2,122,
Matlab,2018,2,116,256.0
Visual Basic,2018,2,107,222.0
M4,2018,2,106,
ColdFusion,2018,2,103,249.0
SQF,2018,2,103,221.0
JavaScript,2018,3,182227,164650.0
Python,2018,3,178331,122245.0
Java,2018,3,92773,107205.0
Go,2018,3,81798,58367.0
C++,2018,3,69797,70464.0
TypeScript,2018,3,69227,70244.0
Ruby,2018,3,61933,24473.0
PHP,2018,3,54800,54535.0
C#,2018,3,34080,42817.0
HTML,2018,3,28591,15587.0
C,2018,3,27791,29219.0
Shell,2018,3,21703,17374.0
Scala,2018,3,14125,6641.0
Swift,2018,3,12873,11499.0
CSS,2018,3,9907,8037.0
Kotlin,2018,3,9035,9052.0
Nix,2018,3,7418,1363.0
Rust,2018,3,7066,6175.0
Jupyter Notebook,2018,3,6507,4004.0
Objective-C,2018,3,5780,9369.0
DM,2018,3,4933,1188.0
Groovy,2018,3,4825,2973.0
Dart,2018,3,4581,7443.0
Elixir,2018,3,3832,2390.0
Clojure,2018,3,3489,2427.0
Lua,2018,3,3228,4608.0
Haskell,2018,3,2870,2071.0
Perl,2018,3,2833,2479.0
Vue,2018,3,2772,5717.0
Makefile,2018,3,2547,974.0
Erlang,2018,3,2373,1336.0
CoffeeScript,2018,3,2295,3085.0
PowerShell,2018,3,2078,2041.0
OCaml,2018,3,2065,1809.0
Dockerfile,2018,3,1893,1363.0
R,2018,3,1702,2412.0
Emacs Lisp,2018,3,1518,2277.0
Vim script,2018,3,1510,1732.0
Puppet,2018,3,1260,236.0
Julia,2018,3,1067,952.0
SCSS,2018,3,930,247.0
Starlark,2018,3,924,342.0
TSQL,2018,3,873,505.0
PLpgSQL,2018,3,870,805.0
Jsonnet,2018,3,812,649.0
HCL,2018,3,775,272.0
F#,2018,3,720,674.0
MATLAB,2018,3,660,736.0
Visual Basic .NET,2018,3,624,226.0
Fortran,2018,3,621,443.0
Apex,2018,3,577,156.0
FreeMarker,2018,3,575,392.0
ABAP,2018,3,530,389.0
XSLT,2018,3,500,265.0
RobotFramework,2018,3,491,190.0
TeX,2018,3,459,569.0
Smalltalk,2018,3,450,466.0
Crystal,2018,3,444,302.0
BitBake,2018,3,415,192.0
mIRC Script,2018,3,414,
Smarty,2018,3,409,
CMake,2018,3,406,341.0
Gherkin,2018,3,396,107.0
Common Lisp,2018,3,382,327.0
Vala,2018,3,339,909.0
Elm,2018,3,337,383.0
Perl 6,2018,3,295,425.0
Haxe,2018,3,271,338.0
PureScript,2018,3,230,199.0
PLSQL,2018,3,214,290.0
Assembly,2018,3,213,171.0
Cuda,2018,3,213,205.0
Racket,2018,3,205,117.0
Roff,2018,3,199,498.0
Twig,2018,3,198,123.0
Mustache,2018,3,197,
Nunjucks,2018,3,181,348.0
Markdown,2018,3,174,
Batchfile,2018,3,174,246.0
M4,2018,3,169,
D,2018,3,157,407.0
Nim,2018,3,155,305.0
SourcePawn,2018,3,148,248.0
SaltStack,2018,3,142,
YAML,2018,3,138,
Jinja,2018,3,134,195.0
Scheme,2018,3,133,128.0
Visual Basic,2018,3,130,353.0
Raku,2018,3,126,423.0
SWIG,2018,3,121,
GLSL,2018,3,115,132.0
Pascal,2018,3,109,422.0
Stylus,2018,3,104,
WebAssembly,2018,3,100,
JavaScript,2018,4,176351,145448.0
Python,2018,4,174702,109962.0
Java,2018,4,91653,84452.0
Go,2018,4,79705,53862.0
TypeScript,2018,4,70816,64603.0
C++,2018,4,65836,53595.0
Ruby,2018,4,62976,20729.0
PHP,2018,4,57467,49835.0
C#,2018,4,34389,41975.0
HTML,2018,4,30472,14819.0
C,2018,4,29879,26416.0
Shell,2018,4,19853,14868.0
Scala,2018,4,13381,4973.0
Swift,2018,4,11745,10555.0
CSS,2018,4,10438,6970.0
Kotlin,2018,4,8938,8676.0
Nix,2018,4,8651,1588.0
Jupyter Notebook,2018,4,6532,3767.0
Rust,2018,4,6532,4335.0
Elixir,2018,4,4771,2153.0
Objective-C,2018,4,4670,7738.0
Groovy,2018,4,4468,2506.0
Dart,2018,4,3933,6971.0
DM,2018,4,3878,1067.0
Clojure,2018,4,3382,2374.0
Perl,2018,4,3041,2512.0
Lua,2018,4,2879,3494.0
Makefile,2018,4,2464,877.0
Vue,2018,4,2243,4835.0
Haskell,2018,4,2197,2133.0
PowerShell,2018,4,2015,1924.0
Emacs Lisp,2018,4,1932,2165.0
OCaml,2018,4,1893,1463.0
Erlang,2018,4,1882,1140.0
Dockerfile,2018,4,1808,1204.0
CoffeeScript,2018,4,1770,2042.0
R,2018,4,1406,2221.0
Vim script,2018,4,1366,1434.0
Starlark,2018,4,1123,426.0
SCSS,2018,4,1101,171.0
Puppet,2018,4,1003,122.0
Jsonnet,2018,4,949,581.0
TSQL,2018,4,842,391.0
Julia,2018,4,818,766.0
Fortran,2018,4,732,493.0
MATLAB,2018,4,623,566.0
PLpgSQL,2018,4,599,698.0
CMake,2018,4,567,364.0
HCL,2018,4,562,146.0
F#,2018,4,542,752.0
Vala,2018,4,542,1080.0
mIRC Script,2018,4,517,
FreeMarker,2018,4,508,231.0
Apex,2018,4,479,216.0
Jinja,2018,4,469,331.0
Crystal,2018,4,436,195.0
Visual Basic .NET,2018,4,433,141.0
TeX,2018,4,422,521.0
Roff,2018,4,397,313.0
BitBake,2018,4,395,128.0
Coq,2018,4,388,208.0
XSLT,2018,4,380,249.0
Gherkin,2018,4,353,
Smalltalk,2018,4,345,414.0
ABAP,2018,4,309,260.0
Nunjucks,2018,4,296,337.0
Smarty,2018,4,248,
Perl 6,2018,4,238,337.0
Batchfile,2018,4,237,198.0
YAML,2018,4,228,
Haxe,2018,4,227,362.0
QML,2018,4,221,193.0
Elm,2018,4,211,231.0
WebAssembly,2018,4,210,
Common Lisp,2018,4,194,196.0
Assembly,2018,4,180,136.0
Mustache,2018,4,178,
Pascal,2018,4,174,383.0
Scheme,2018,4,174,123.0
PureScript,2018,4,165,136.0
DIGITAL Command Language,2018,4,164,
Nim,2018,4,156,237.0
D,2018,4,154,230.0
PLSQL,2018,4,142,201.0
Stylus,2018,4,138,
M4,2018,4,135,
GLSL,2018,4,133,234.0
SaltStack,2018,4,132,
Visual Basic,2018,4,129,289.0
SourcePawn,2018,4,128,246.0
Markdown,2018,4,119,
SWIG,2018,4,113,
Raku,2018,4,102,303.0
LLVM,2018,4,100,
Python,2019,1,192281,127508.0
JavaScript,2019,1,186107,149656.0
Java,2019,1,105219,87987.0
Go,2019,1,91038,61657.0
TypeScript,2019,1,80806,66750.0
C++,2019,1,76323,58115.0
Ruby,2019,1,66036,23416.0
PHP,2019,1,58637,54344.0
C#,2019,1,39355,45382.0
C,2019,1,35383,30089.0
HTML,2019,1,30450,14470.0
Shell,2019,1,21814,15932.0
Scala,2019,1,15125,5446.0
Swift,2019,1,11540,8877.0
Kotlin,2019,1,10202,9572.0
CSS,2019,1,9828,7448.0
Nix,2019,1,8675,1793.0
Jupyter Notebook,2019,1,7482,4499.0
Rust,2019,1,7227,4876.0
Dart,2019,1,6020,9203.0
Objective-C,2019,1,5112,7670.0
Groovy,2019,1,4520,2724.0
Elixir,2019,1,4177,2444.0
DM,2019,1,3702,762.0
Clojure,2019,1,3073,2035.0
Lua,2019,1,3051,3875.0
Vue,2019,1,3037,4965.0
Perl,2019,1,2831,2661.0
Makefile,2019,1,2492,844.0
PowerShell,2019,1,2129,1936.0
OCaml,2019,1,2055,1892.0
Haskell,2019,1,1838,2012.0
Starlark,2019,1,1818,478.0
Emacs Lisp,2019,1,1767,2324.0
Dockerfile,2019,1,1752,1293.0
R,2019,1,1647,2748.0
Vim script,2019,1,1549,1505.0
CoffeeScript,2019,1,1417,1698.0
Erlang,2019,1,1395,797.0
Jsonnet,2019,1,1318,773.0
Puppet,2019,1,1242,148.0
SCSS,2019,1,1195,314.0
HCL,2019,1,940,235.0
TSQL,2019,1,912,429.0
Julia,2019,1,880,1033.0
MATLAB,2019,1,833,782.0
Jinja,2019,1,738,418.0
F#,2019,1,679,719.0
Fortran,2019,1,672,415.0
TeX,2019,1,624,551.0
PLpgSQL,2019,1,550,623.0
Apex,2019,1,525,198.0
CMake,2019,1,520,334.0
Coq,2019,1,471,312.0
Gherkin,2019,1,465,112.0
ABAP,2019,1,455,340.0
Smarty,2019,1,448,
Visual Basic .NET,2019,1,443,198.0
mIRC Script,2019,1,394,
BitBake,2019,1,390,148.0
Vala,2019,1,364,773.0
Lean,2019,1,361,
Roff,2019,1,348,447.0
Smalltalk,2019,1,305,653.0
Crystal,2019,1,298,160.0
XSLT,2019,1,283,276.0
Batchfile,2019,1,255,120.0
Mustache,2019,1,249,
YAML,2019,1,237,
FreeMarker,2019,1,233,353.0
PureScript,2019,1,218,111.0
GLSL,2019,1,186,219.0
Scheme,2019,1,178,151.0
WebAssembly,2019,1,177,
PLSQL,2019,1,176,300.0
Common Lisp,2019,1,172,252.0
Haxe,2019,1,172,382.0
QML,2019,1,169,259.0
Perl 6,2019,1,167,349.0
Elm,2019,1,162,164.0
Nunjucks,2019,1,153,431.0
SWIG,2019,1,145,129.0
Stylus,2019,1,141,
Visual Basic,2019,1,135,302.0
Pascal,2019,1,135,494.0
SaltStack,2019,1,132,
SQF,2019,1,120,
Nim,2019,1,119,190.0
LLVM,2019,1,117,
Rich Text Format,2019,1,116,112.0
Raku,2019,1,115,283.0
Markdown,2019,1,112,
M4,2019,1,105,
Assembly,2019,1,104,249.0
Python,2019,2,194925,116635.0
JavaScript,2019,2,192195,142693.0
Java,2019,2,109730,88263.0
Go,2019,2,92480,61182.0
TypeScript,2019,2,83985,62411.0
C++,2019,2,77842,57253.0
Ruby,2019,2,65185,19395.0
PHP,2019,2,58828,50655.0
C#,2019,2,41665,43028.0
C,2019,2,32583,27639.0
HTML,2019,2,28919,12942.0
Shell,2019,2,21721,15360.0
Scala,2019,2,15849,5782.0
Swift,2019,2,12428,10030.0
Kotlin,2019,2,10666,8676.0
CSS,2019,2,10087,6106.0
Nix,2019,2,9312,1505.0
Jupyter Notebook,2019,2,8850,4606.0
Rust,2019,2,8094,5240.0
Dart,2019,2,6923,10153.0
Objective-C,2019,2,5573,7975.0
Elixir,2019,2,5395,2501.0
DM,2019,2,4652,1175.0
Groovy,2019,2,4606,2558.0
Vue,2019,2,3602,5424.0
Starlark,2019,2,3589,494.0
OCaml,2019,2,2981,1779.0
Makefile,2019,2,2905,805.0
Clojure,2019,2,2799,1444.0
Perl,2019,2,2614,3015.0
Lua,2019,2,2517,3719.0
PowerShell,2019,2,2034,1818.0
Haskell,2019,2,1937,1881.0
SCSS,2019,2,1685,311.0
Emacs Lisp,2019,2,1592,2091.0
Dockerfile,2019,2,1513,1142.0
CoffeeScript,2019,2,1471,1483.0
Erlang,2019,2,1399,932.0
Vim script,2019,2,1339,1595.0
R,2019,2,1320,2429.0
Jsonnet,2019,2,1277,1151.0
Puppet,2019,2,1144,134.0
Jinja,2019,2,1091,753.0
TSQL,2019,2,931,454.0
HCL,2019,2,919,309.0
MATLAB,2019,2,750,639.0
Smarty,2019,2,687,115.0
F#,2019,2,607,828.0
Fortran,2019,2,595,424.0
Julia,2019,2,579,608.0
YAML,2019,2,578,178.0
Lean,2019,2,563,
PLpgSQL,2019,2,524,618.0
TeX,2019,2,490,530.0
CMake,2019,2,457,365.0
Smalltalk,2019,2,454,646.0
Apex,2019,2,413,163.0
Visual Basic .NET,2019,2,410,151.0
Gherkin,2019,2,395,
mIRC Script,2019,2,385,
WebAssembly,2019,2,368,
BitBake,2019,2,343,
Crystal,2019,2,313,142.0
Coq,2019,2,300,163.0
Elm,2019,2,289,191.0
Vala,2019,2,270,680.0
FreeMarker,2019,2,269,
XSLT,2019,2,249,170.0
Common Lisp,2019,2,243,233.0
Roff,2019,2,228,203.0
ABAP,2019,2,218,207.0
SourcePawn,2019,2,209,213.0
Raku,2019,2,194,272.0
PLSQL,2019,2,192,315.0
GLSL,2019,2,192,229.0
Stylus,2019,2,189,
Scheme,2019,2,187,137.0
Assembly,2019,2,179,203.0
Mustache,2019,2,175,
QML,2019,2,174,140.0
Nunjucks,2019,2,174,277.0
Haxe,2019,2,173,338.0
PureScript,2019,2,165,139.0
SaltStack,2019,2,163,104.0
Perl 6,2019,2,160,374.0
Visual Basic,2019,2,147,121.0
ColdFusion,2019,2,146,284.0
SQF,2019,2,138,
SystemVerilog,2019,2,137,
Rich Text Format,2019,2,136,241.0
D,2019,2,136,176.0
LLVM,2019,2,135,
Pascal,2019,2,124,371.0
OpenEdge ABL,2019,2,123,
Objective-C++,2019,2,121,
Batchfile,2019,2,115,118.0
M4,2019,2,110,
Nim,2019,2,105,157.0
UnrealScript,2019,2,105,100.0
F*,2019,2,103,
